,Month,Year,Name,Account,Service,Cost,Enviroment
104,MAR,2025,Entercom Communications,724972922289,Amazon Glacier,2.3485113941,Environment$
105,MAR,2025,Entercom Communications,724972922289,Amazon GuardDuty,3541.5271874285,Environment$
106,MAR,2025,Entercom Communications,724972922289,Amazon Inspector,2.184,Environment$
107,MAR,2025,Entercom Communications,724972922289,Amazon Kinesis,111.0085815697,Environment$
108,MAR,2025,Entercom Communications,724972922289,Amazon Lightsail,9.3530927487,Environment$
109,MAR,2025,Entercom Communications,724972922289,Amazon Location Service,0.00145964,Environment$
110,MAR,2025,Entercom Communications,724972922289,Amazon MQ,60.7987371136,Environment$
111,MAR,2025,Entercom Communications,724972922289,Amazon MQ,214.7853527004,Environment$nonprod
112,MAR,2025,Entercom Communications,724972922289,Amazon MQ,217.1947026256,Environment$prod
113,MAR,2025,Entercom Communications,724972922289,Amazon Macie,2.318862,Environment$
114,MAR,2025,Entercom Communications,724972922289,Amazon Managed Grafana,8.19,Environment$
115,MAR,2025,Entercom Communications,724972922289,Amazon Managed Streaming for Apache Kafka,22.451029405,Environment$
116,MAR,2025,Entercom Communications,724972922289,Amazon Managed Streaming for Apache Kafka,30.0085511897,Environment$nonprod
117,MAR,2025,Entercom Communications,724972922289,Amazon Managed Workflows for Apache Airflow,8340.7794350924,Environment$
118,MAR,2025,Entercom Communications,724972922289,Amazon Managed Workflows for Apache Airflow,2677.3975613565,Environment$nonprod
119,MAR,2025,Entercom Communications,724972922289,Amazon Managed Workflows for Apache Airflow,2679.859581399,Environment$prod
120,MAR,2025,Entercom Communications,724972922289,Amazon Neptune,4.3989038803,Environment$
121,MAR,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,991.0247776508,Environment$
122,MAR,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,10300.27857078,Environment$nonprod
123,MAR,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,29501.7095942519,Environment$prod
124,MAR,2025,Entercom Communications,724972922289,Amazon OpenSearch Service,13.8955785969,Environment$stg
125,MAR,2025,Entercom Communications,724972922289,Amazon Personalize,1216.5276681638,Environment$
126,MAR,2025,Entercom Communications,724972922289,Amazon QuickSight,58.1664689232,Environment$
